,ID,DEPT,GR,RD,DTP,DEN,PE,WQFM,WCARB,WCLAY,WPYR,WQFM_pre,WCARB_pre,WCLAY_pre,WPYR_pre
1023,28289,3004.6,120.7846,29.644,240.9364,2514.1306,4.0059,0.8106,0.0581,0.1185,0.0128,0.706430654665792,0.03816866218629333,0.21526939126280192,0.04013129188511276
1024,28289,3004.8,119.4569,30.3378,242.3042,2501.8196,4.0694,0.7838,0.0465,0.1555,0.0141,0.7243352891721461,0.03243729625083475,0.20156312974108817,0.04166428483593097
1025,28289,3005.0,118.6732,26.9413,244.5347,2511.7024,4.1726,0.7586,0.0367,0.186,0.0186,0.711986345064381,0.03425801526710202,0.208663110912197,0.045092528756320006
1026,28289,3005.2,114.8109,17.1933,244.0833,2524.8062,4.2964,0.7555,0.0338,0.189,0.0219,0.7055824892529801,0.035397866336903894,0.20656584175284193,0.05245380265727416
1027,28289,3005.4,115.8914,13.7214,244.6943,2527.001,4.416,0.7681,0.0351,0.1739,0.0229,0.6953967783843712,0.03459662233993516,0.20534051921853733,0.06466608005715636
1028,28289,3005.6,118.8966,12.3926,244.7865,2521.2988,4.369,0.7875,0.0476,0.145,0.0199,0.7096103804556524,0.03463493023343097,0.20647138996392794,0.04928329934698871
1029,28289,3005.8,117.1644,14.923,244.8663,2514.4326,4.1252,0.7995,0.0619,0.1223,0.0162,0.7101639901164118,0.035706544836441576,0.20647502413141605,0.047654440915730484
1030,28289,3006.0,112.5082,21.3247,245.2317,2513.9683,3.9344,0.8079,0.0674,0.1114,0.0134,0.7119766487338436,0.03503780682486614,0.21601562062978963,0.03696992381150061
1031,28289,3006.2,110.6865,34.6309,245.0988,2517.8879,3.9077,0.8081,0.0613,0.1164,0.0143,0.7189325828589613,0.041035306954308313,0.20146575339857378,0.038566356788156606
1032,28289,3006.4,108.6676,53.7298,243.8921,2512.2756,3.997,0.7963,0.0598,0.1263,0.0174,0.7246621843066267,0.040580517198277016,0.19085299747448367,0.043904301020612636
1033,28289,3006.6,108.993,53.8535,242.5075,2499.8728,4.0204,0.7705,0.0611,0.1488,0.0196,0.7344074808838755,0.039435921169105985,0.18271192368162975,0.0434446742653887
1034,28289,3006.8,108.6819,43.7858,242.7807,2501.8967,3.9009,0.7467,0.0591,0.1737,0.0205,0.735961820733161,0.03454410280199355,0.18887427007783514,0.04061980638701033
1035,28289,3007.0,108.0921,42.9637,243.5068,2510.1064,3.7975,0.7314,0.0578,0.1889,0.0219,0.712893465984233,0.04047805347253802,0.20531622582345263,0.04131225471977639
1036,28289,3007.2,101.3755,40.2786,242.7185,2519.4353,3.815,0.7329,0.0548,0.1901,0.0223,0.7208456949487648,0.04077600055133966,0.20003862699693684,0.038339677502958656
1037,28289,3007.4,95.701,40.424,242.1465,2530.3125,3.8018,0.7561,0.0408,0.1815,0.0215,0.7281321555937136,0.04657012524380042,0.18758551878433352,0.03771220037815249
1038,28289,3007.6,99.9671,41.0215,241.1908,2529.9275,3.7862,0.7799,0.0277,0.172,0.0203,0.7215023053695595,0.04135515981774894,0.20440981202047745,0.032732722792214154
1039,28289,3007.8,110.0892,40.1618,241.3866,2518.1111,3.8252,0.776,0.0313,0.1736,0.0192,0.7274259913321351,0.050590114649568876,0.18281897875985892,0.03916491525843708
1040,28289,3008.0,110.4147,39.9395,241.4643,2514.3965,3.8075,0.7496,0.0498,0.1819,0.0188,0.7096233032692377,0.040188959408080614,0.21603337924597868,0.034154358076702945
1041,28289,3008.2,102.7238,37.936,241.5408,2512.9692,3.7635,0.716,0.0688,0.1958,0.0194,0.7228462279721766,0.04138690024150533,0.19999690215477886,0.03576996963153927
1042,28289,3008.4,99.5942,36.0591,240.6694,2511.2769,3.9,0.7206,0.0701,0.1916,0.0186,0.7272107321987867,0.0406978810566286,0.19086986132808206,0.04122152541650262
1043,28289,3008.6,104.3752,34.6632,240.2558,2507.0522,4.1339,0.7626,0.0596,0.1606,0.0172,0.7166699393594002,0.03666306930144622,0.19998955646726005,0.04667743487189363
1044,28289,3008.8,107.8405,34.0844,239.2549,2500.5256,4.1837,0.821,0.0504,0.1123,0.0162,0.71690727895139,0.033544525139959085,0.2005438749652252,0.04900432094342576
1045,28289,3009.0,110.6612,36.0181,238.8461,2500.4624,3.9945,0.8391,0.0534,0.0932,0.0147,0.7056693954554139,0.042562157165300554,0.20841727016058267,0.0433511772187029
