,ID,DEPT,GR,RD,DTP,DEN,PE,WQFM,WCARB,WCLAY,WPYR
4123,4123,2134,111.4655,14.7376,255.2452,2582.7532,3.2382,0.661,0,0.3051,0.0339
4124,4124,2134.2,123.9657,13.4572,256.2709,2578.679,3.2127,0.6543,0,0.3217,0.024
4125,4125,2134.4,131.3867,14.0108,261.7313,2589.0208,3.1863,0.6527,0,0.327,0.0203
4126,4126,2134.6,128.2864,13.7842,267.1716,2584.4399,3.1576,0.6688,0,0.3086,0.0226
4127,4127,2134.8,124.0239,14.61,263.9935,2570.6851,3.0373,0.6883,0,0.2919,0.0198
4128,4128,2135,125.7721,16.998,259.9483,2572.7166,2.9102,0.685,0,0.3021,0.0129
4129,4129,2135.2,124.3251,10.4703,258.6755,2584.3699,2.9478,0.6849,0,0.3087,0.0064
4130,4130,2135.4,110.5094,11.9443,264.3528,2601.5283,3.0906,0.6967,0,0.3025,0.0008
4131,4131,2135.6,82.7254,13.7024,261.5078,2642.4275,3.3064,0.6323,0.0472,0.3205,0
4132,4132,2135.8,55.3424,12.7867,248.5982,2700.146,3.6967,0.4665,0.1598,0.3737,0
4133,4133,2136,48.9349,21.6993,221.9297,2754.0513,4.0291,0.3343,0.2336,0.4219,0.0103
4134,4134,2136.2,70.8096,22.0946,202.7942,2779.1653,4.0112,0.3578,0.2164,0.4081,0.0177
4135,4135,2136.4,94.7811,22.6322,229.1166,2712.4685,3.644,0.5431,0.1005,0.35,0.0066
4136,4136,2136.6,103.9256,16.9809,235.6804,2604.801,3.2034,0.6916,0.011,0.2975,0
4137,4137,2136.8,107.2634,16.9089,241.9813,2532.2776,2.8827,0.7128,0,0.2782,0.009
4138,4138,2137,122.8333,17.9276,258.4559,2531.8071,2.8338,0.6952,0,0.2851,0.0197
4139,4139,2137.2,135.534,15.2146,264.5523,2542.8706,2.9653,0.6885,0,0.2932,0.0182
4140,4140,2137.4,135.2161,15.427,270.2143,2537.5757,3.1063,0.6944,0,0.2994,0.0062
4141,4141,2137.6,135.3666,14.2834,269.2429,2523.5313,3.1349,0.7003,0,0.2997,0
4142,4142,2137.8,139.6865,11.8133,267.6781,2517.9956,3.1014,0.6911,0,0.3047,0.0042
4143,4143,2138,149.4124,15.0017,267.2049,2520.2195,3.0532,0.683,0,0.3026,0.0143
4144,4144,2138.2,158.0461,10.382,273.5879,2519.0383,3.0146,0.6923,0,0.2869,0.0208
4145,4145,2138.4,160.5426,8.8182,273.4433,2512.1731,3.0208,0.6957,0,0.2824,0.0219
4146,4146,2138.6,163.7565,9.7475,273.6762,2515.5032,3.0526,0.6879,0,0.2885,0.0236
4147,4147,2138.8,172.5064,10.7784,273.5067,2529.0239,3.0742,0.6928,0,0.2891,0.0181
4148,4148,2139,187.5874,7.6804,273.4535,2530.1018,3.1171,0.7011,0,0.2888,0.0101
4149,4149,2139.2,195.8301,10.0429,276.0228,2522.0676,3.176,0.6832,0,0.302,0.0148
4150,4150,2139.4,194.5376,7.8312,279.6955,2525.5151,3.2118,0.6559,0,0.3152,0.0289
4151,4151,2139.6,206.0968,5.4627,271.8828,2547.6274,3.2253,0.6327,0,0.3216,0.0457
4152,4152,2139.8,223.0569,5.8542,270.1835,2552.4854,3.2848,0.6183,0,0.3285,0.0532
4153,4153,2140,228.1516,3.399,272.1856,2534.3296,3.2701,0.6419,0,0.3137,0.0443
4154,4154,2140.2,216.2379,7.1047,277.615,2510.4719,3.1375,0.681,0,0.298,0.0211
4155,4155,2140.4,196.7902,6.2523,274.7785,2503.053,3.0085,0.7141,0,0.2822,0.0036
4156,4156,2140.6,175.5377,7.1585,266.7374,2491.7837,2.9494,0.7348,0,0.2652,0
4157,4157,2140.8,167.0042,17.204,262.6953,2488.6877,2.9801,0.7263,0,0.2724,0.0013
4158,4158,2141,167.8705,20.53,265.2381,2510.4939,3.0758,0.6825,0,0.3058,0.0117
4159,4159,2141.2,163.9441,24.2794,268.6208,2529.6709,3.1208,0.669,0,0.3142,0.0168
4160,4160,2141.4,156.9386,21.4988,270.1521,2514.9282,3.0559,0.686,0,0.2906,0.0233
4161,4161,2141.6,157.4304,14.1171,268.3894,2504.0479,2.9502,0.7115,0,0.2662,0.0223
4162,4162,2141.8,162.8224,10.7329,266.56,2516.814,2.9338,0.7067,0,0.264,0.0293
4163,4163,2142,155.2891,14.8483,267.3794,2534.5237,2.9914,0.676,0,0.2856,0.0384
4164,4164,2142.2,141.7774,10.8433,269.11,2538.4971,2.9735,0.6706,0.0009,0.289,0.0395
4165,4165,2142.4,135.7392,15.5842,265.8728,2533.0967,2.8789,0.678,0.0005,0.2836,0.0378
4166,4166,2142.6,136.2693,20.4192,258.0084,2522.6863,2.8309,0.6763,0,0.2813,0.0424
4167,4167,2142.8,134.137,12.9201,255.9488,2523.0947,2.8321,0.6755,0,0.2752,0.0493
4168,4168,2143,120.5669,13.7033,257.8875,2520.8201,2.8553,0.6826,0,0.2681,0.0494
4169,4169,2143.2,107.6173,19.7384,262.7986,2511.1755,2.8697,0.7062,0,0.2492,0.0446
4170,4170,2143.4,109.516,24.0968,255.7526,2509.9963,2.8474,0.7201,0,0.2382,0.0417
4171,4171,2143.6,107.5944,27.4679,253.2885,2518.6223,2.8593,0.726,0,0.2331,0.041
4172,4172,2143.8,100.2554,22.934,250.3297,2521.7869,2.9118,0.7419,0,0.2192,0.039
4173,4173,2144,97.7793,17.239,252.4726,2511.4595,2.9104,0.7288,0.0391,0.2053,0.0268
4174,4174,2144.2,94.6457,14.0526,250.1006,2515.3928,2.9187,0.6617,0.078,0.2383,0.022
4175,4175,2144.4,91.7393,6.308,248.7862,2561.9958,3.1793,0.5644,0.0993,0.3056,0.0307
4176,4176,2144.6,100.9699,11.0963,236.5744,2609.2959,3.6977,0.5469,0.0983,0.3173,0.0375
4177,4177,2144.8,117.8919,16.9498,233.2017,2571.3643,3.9173,0.6602,0.0587,0.254,0.0271
4178,4178,2145,131.3238,33.271,233.403,2509.3457,3.5515,0.7738,0.0069,0.207,0.0123
4179,4179,2145.2,137.6646,35.3414,244.9381,2505.7041,3.0838,0.776,0,0.2076,0.0164
4180,4180,2145.4,135.9799,17.0443,255.6306,2518.8381,2.9792,0.7483,0,0.213,0.0387
4181,4181,2145.6,132.5441,14.6168,256.5371,2517.2334,2.952,0.7415,0,0.2103,0.0482
4182,4182,2145.8,130.5981,14.1149,256.8271,2515.8059,2.8514,0.7522,0,0.2065,0.0413
4183,4183,2146,129.3319,14.3339,250.7068,2525.7097,2.7998,0.7403,0,0.2108,0.0489
4184,4184,2146.2,127.6378,19.3206,249.2442,2536.874,2.7933,0.7372,0,0.2129,0.0499
4185,4185,2146.4,126.1244,21.2689,244.3284,2544.1338,2.7715,0.7303,0,0.2183,0.0514
4186,4186,2146.6,119.9139,15.7659,246.8843,2556.7048,2.7388,0.7087,0,0.235,0.0563
4187,4187,2146.8,120.0096,11.7259,241.1774,2578.8269,2.7922,0.6948,0,0.2462,0.059
4188,4188,2147,119.7134,10.8407,244.9741,2603.1033,2.9203,0.6953,0,0.2482,0.0565
4189,4189,2147.2,105.6645,14.4524,246.4446,2596.6548,2.9943,0.6326,0.0494,0.2693,0.0487
4190,4190,2147.4,83.8452,17.5123,247.105,2590.4519,3.0348,0.5008,0.132,0.3289,0.0381
4191,4191,2147.6,67.3999,9.4601,240.6448,2624.4824,3.3414,0.3885,0.2043,0.3823,0.025
4192,4192,2147.8,65.088,7.5388,223.3028,2688.5244,3.7673,0.4173,0.1836,0.3884,0.0107
4193,4193,2148,87.0721,6.5442,214.0851,2681.7864,3.8004,0.5408,0.075,0.3712,0.0131
4194,4194,2148.2,112.4781,4.7917,211.538,2619.6575,3.4606,0.6595,0.0071,0.3207,0.0127
4195,4195,2148.4,122.63,4.6391,226.9694,2565.1563,3.0981,0.7431,0,0.2532,0.0037
4196,4196,2148.6,119.7512,6.3352,241.6675,2539.77,2.9013,0.7771,0,0.2188,0.0041
4197,4197,2148.8,117.8531,16.4318,248.5209,2532.5332,2.8631,0.777,0,0.2117,0.0113
4198,4198,2149,114.884,12.1503,245.0326,2530.3499,2.9109,0.7704,0,0.2135,0.016
4199,4199,2149.2,112.424,16.6216,249.5813,2534.9875,2.9229,0.7706,0,0.2082,0.0213
4200,4200,2149.4,118.1986,23.2828,246.1221,2545.7153,2.9206,0.7682,0,0.2064,0.0254
4201,4201,2149.6,125.1526,19.6216,247.631,2559.3779,2.9451,0.7647,0,0.2104,0.0249
4202,4202,2149.8,131.0254,24.095,244.8725,2572.2063,2.9565,0.7789,0,0.2093,0.0118
4203,4203,2150,130.1886,15.7573,249.3883,2570.7434,2.9352,0.7624,0,0.2267,0.0109
4204,4204,2150.2,119.5471,19.1674,249.6869,2559.2139,2.8589,0.7183,0,0.2592,0.0225
4205,4205,2150.4,116.9436,17.6686,244.5,2558.6372,2.9146,0.6918,0,0.2824,0.0258
4206,4206,2150.6,123.8527,16.7596,246.0343,2556.5999,3.2369,0.6961,0,0.2877,0.0162
4207,4207,2150.8,116.3503,13.172,250.718,2557.8291,3.4291,0.7345,0,0.2641,0.0013
4208,4208,2151,116.9989,21.41,245.9554,2562.7756,3.1817,0.7658,0,0.2341,0.0001
4209,4209,2151.2,138.1435,15.4632,238.4883,2563.5088,2.9469,0.7685,0,0.2249,0.0066
4210,4210,2151.4,141.6127,11.3212,234.3411,2554.4092,2.9608,0.7533,0,0.2322,0.0145
4211,4211,2151.6,122.258,8.5258,242.0004,2551.198,2.9403,0.7779,0,0.2069,0.0152
4212,4212,2151.8,120.3817,8.5825,239.1033,2547.0244,2.8157,0.7889,0,0.1964,0.0147
4213,4213,2152,128.0455,5.6154,235.3706,2540.7603,2.7861,0.7591,0,0.2173,0.0236
4214,4214,2152.2,129.1323,8.0603,236.3185,2531.7666,2.8698,0.7214,0,0.2454,0.0332
4215,4215,2152.4,138.3643,11.8719,241.0974,2548.8655,3.0737,0.683,0.0029,0.279,0.0351
4216,4216,2152.6,153.4395,7.7563,238.9089,2574.8381,3.272,0.6418,0.0131,0.3032,0.0419
4217,4217,2152.8,160.5494,20.6007,242.2981,2573.0088,3.2114,0.6616,0.0132,0.2806,0.0447
4218,4218,2153,160.9931,23.6427,241.091,2535.1934,2.8976,0.7353,0.0103,0.2242,0.0303
4219,4219,2153.2,162.5058,29.5825,245.3046,2503.8464,2.7393,0.7797,0.0013,0.1944,0.0246
4220,4220,2153.4,159.6552,27.8349,244.092,2493.574,2.713,0.7761,0,0.1952,0.0287
4221,4221,2153.6,154.2595,33.2951,245.4578,2492.5901,2.686,0.7749,0,0.1917,0.0334
4222,4222,2153.8,146.817,43.6924,244.8308,2494.7468,2.6621,0.7795,0,0.1845,0.036
4223,4223,2154,136.1953,31.4019,245.3151,2507.0474,2.6398,0.7648,0,0.1983,0.0369
4224,4224,2154.2,146.2122,39.2377,240.7386,2512.5674,2.6998,0.7389,0,0.2276,0.0335
4225,4225,2154.4,161.6369,24.6671,240.3902,2513.3811,2.8029,0.7366,0,0.2335,0.0298
4226,4226,2154.6,167.8849,25.2643,241.236,2519.2957,2.8398,0.7423,0,0.2245,0.0332
4227,4227,2154.8,171.8299,25.0711,251.3259,2519.6475,2.8386,0.7271,0,0.2302,0.0426
4228,4228,2155,172.785,18.2207,252.6695,2513.5698,2.8746,0.7002,0,0.2471,0.0526
4229,4229,2155.2,171.6859,17.3311,252.8668,2518.4053,2.8779,0.6898,0,0.2519,0.0582
4230,4230,2155.4,178.4833,20.5465,250.8728,2523.7947,2.8258,0.7068,0,0.2416,0.0516
4231,4231,2155.6,179.2435,13.7278,254.0814,2527.1465,2.8348,0.7256,0,0.2312,0.0432
4232,4232,2155.8,174.4094,12.5051,250.0898,2526.27,2.875,0.7417,0,0.2203,0.0381
4233,4233,2156,173.9422,13.918,252.1302,2525.5249,2.905,0.7444,0,0.2186,0.037
4234,4234,2156.2,173.8585,9.9344,250.9489,2548.7019,2.963,0.7124,0,0.2476,0.04
4235,4235,2156.4,162.6108,6.601,260.8397,2577.3606,3.1282,0.6839,0,0.2811,0.035
4236,4236,2156.6,150.0606,14.2946,265.9473,2577.9822,3.1743,0.7229,0.0042,0.2524,0.0204
4237,4237,2156.8,157.749,20.9977,254.7903,2547.9941,2.958,0.7711,0,0.2182,0.0107
4238,4238,2157,177.2667,29.9989,248.9841,2522.6746,2.7685,0.7719,0,0.2168,0.0113
4239,4239,2157.2,183.971,41.2404,246.7226,2502.739,2.6842,0.7696,0,0.2151,0.0153
4240,4240,2157.4,175.9638,37.2132,250.9625,2513.9424,2.7036,0.7547,0.0037,0.2194,0.0222
4241,4241,2157.6,150.673,21.9828,249.6999,2553.1519,2.9275,0.6556,0.042,0.2585,0.0438
4242,4242,2157.8,133.932,37.8819,236.2226,2610.5334,3.234,0.5285,0.0773,0.3262,0.068
4243,4243,2158,144.4463,28.4961,231.2358,2635.5791,3.3382,0.508,0.0626,0.3553,0.0741
4244,4244,2158.2,151.3277,21.1616,232.4628,2576.967,3.1496,0.6373,0.0062,0.2926,0.064
4245,4245,2158.4,132.6048,22.8316,238.5636,2521.0854,2.8474,0.7452,0,0.2126,0.0422
4246,4246,2158.6,114.4238,20.7832,247.4775,2513.2793,2.6613,0.788,0,0.1755,0.0365
4247,4247,2158.8,119.2413,15.7024,245.3668,2528.1912,2.7922,0.7857,0,0.1763,0.0379
4248,4248,2159,146.7118,14.0293,240.4818,2547.8796,3.0368,0.764,0,0.1932,0.0429
4249,4249,2159.2,177.522,21.921,234.036,2544.8125,3.0961,0.7485,0,0.2136,0.0379
4250,4250,2159.4,190.0808,44.2152,241.4868,2503.4856,2.8512,0.7875,0,0.1961,0.0164
4251,4251,2159.6,196.0858,45.1683,244.9561,2469.8542,2.6842,0.8338,0,0.1651,0.001
4252,4252,2159.8,185.1458,22.5394,251.7537,2463.3147,2.6506,0.8496,0,0.1497,0.0007
4253,4253,2160,157.2031,27.0205,244.78,2462.3792,2.5842,0.8556,0,0.1269,0.0175
4254,4254,2160.2,134.6963,19.4866,245.4336,2468.0693,2.4895,0.8423,0,0.1315,0.0262
4255,4255,2160.4,127.4088,13.6723,237.3239,2475.9365,2.4545,0.8455,0,0.1274,0.0271
4256,4256,2160.6,130.8301,16.6737,240.9882,2479.5916,2.4693,0.8671,0,0.1119,0.021
4257,4257,2160.8,137.0998,18.2737,237.6059,2465.8879,2.4642,0.8863,0,0.1051,0.0086
4258,4258,2161,140.461,39.922,241.6585,2448.4836,2.4388,0.8812,0,0.1179,0.0009
4259,4259,2161.2,138.2882,37.4108,244.5899,2447.2979,2.4662,0.8526,0,0.1467,0.0006
4260,4260,2161.4,136.2479,26.9967,241.8334,2474.2427,2.6283,0.8261,0,0.1645,0.0094
4261,4261,2161.6,134.6269,13.5461,247.7644,2502.5042,2.8329,0.8144,0,0.1693,0.0163
4262,4262,2161.8,132.5111,16.1993,246.0533,2510.7795,2.8838,0.8243,0,0.1586,0.0172
4263,4263,2162,137.1493,27.9452,245.4865,2493.5586,2.7419,0.818,0,0.1611,0.0209
4264,4264,2162.2,143.1176,31.4004,241.7072,2478.1104,2.6502,0.7931,0,0.175,0.032
4265,4265,2162.4,143.0103,15.4414,244.8786,2464.4541,2.6717,0.7892,0,0.1726,0.0382
4266,4266,2162.6,149.6826,10.7036,244.1293,2469.0369,2.6532,0.7897,0,0.1715,0.0389
4267,4267,2162.8,168.7141,6.3555,246.409,2484.6907,2.6517,0.7734,0,0.1875,0.039
4268,4268,2163,181.0643,3.9707,248.4378,2495.4531,2.753,0.7545,0,0.2065,0.039
4269,4269,2163.2,179.6746,4.1779,250.8575,2479.4739,2.8131,0.7529,0,0.2069,0.0401
4270,4270,2163.4,176.4249,9.855,249.0008,2453.7947,2.6809,0.7785,0,0.1847,0.0368
4271,4271,2163.6,167.7229,7.9614,248.4863,2438.8477,2.5343,0.8102,0,0.1586,0.0312
4272,4272,2163.8,162.1125,5.1839,245.7563,2442.3875,2.4984,0.8243,0,0.1507,0.025
4273,4273,2164,159.4024,4.0298,245.7119,2457.1414,2.5141,0.8302,0,0.1601,0.0097
4274,4274,2164.2,159.9803,1.5148,244.0723,2472.259,2.5731,0.8333,0,0.1655,0.0012
4275,4275,2164.4,169.8486,2.5931,253.3021,2472.0686,2.6699,0.8078,0,0.1816,0.0107
4276,4276,2164.6,189.1891,5.1595,257.0549,2472.9539,2.7885,0.7626,0,0.2113,0.0261
4277,4277,2164.8,203.0237,6.0975,268.7648,2467.4956,2.8795,0.7563,0,0.2141,0.0296
4278,4278,2165,207.2366,11.9926,275.759,2444.0166,2.9135,0.784,0,0.1996,0.0165
4279,4279,2165.2,196.8001,22.0056,277.0584,2443.8262,2.9316,0.7844,0.0005,0.2005,0.0146
4280,4280,2165.4,184.3983,31.8319,276.2505,2458.939,2.9511,0.7383,0.0005,0.2389,0.0223
4281,4281,2165.6,187.4036,18.081,275.8557,2459.5889,2.9348,0.6908,0,0.2792,0.03
4282,4282,2165.8,183.7109,16.9439,273.6484,2457.814,2.9223,0.6999,0,0.2691,0.0311
4283,4283,2166,156.3917,23.4381,271.2793,2467.4841,2.9554,0.7452,0,0.2365,0.0183
4284,4284,2166.2,130.3923,36.7897,270.6332,2472.675,2.9433,0.7549,0.0136,0.2168,0.0147
4285,4285,2166.4,111.4781,39.6668,266.5191,2461.384,2.8543,0.7288,0.0204,0.2229,0.0278
4286,4286,2166.6,89.6404,43.288,262.1683,2453.009,2.7895,0.7366,0.0048,0.2241,0.0345
4287,4287,2166.8,81.9727,47.0344,259.9125,2461.2295,2.7889,0.7405,0,0.2304,0.0291
4288,4288,2167,98.0711,56.7055,244.1808,2519.7954,2.9715,0.6626,0.0564,0.2548,0.0262
4289,4289,2167.2,121.4869,60.7089,229.8604,2599.1443,3.2597,0.5766,0.1169,0.2746,0.0318
4290,4290,2167.4,145.2256,42.2974,229.0605,2613.2249,3.3728,0.638,0.0672,0.2606,0.0343
4291,4291,2167.6,170.0676,41.0586,253.9436,2513.9148,3.2613,0.7274,0,0.2434,0.0292
4292,4292,2167.8,195.5112,44.5515,269.7705,2404.3906,3.1143,0.6982,0,0.2673,0.0345
4293,4293,2168,213.1243,42.8026,276.6022,2371.5313,3.1151,0.6242,0,0.3171,0.0587
4294,4294,2168.2,214.3952,27.1127,278.2634,2406.7288,3.3026,0.569,0,0.3496,0.0814
4295,4295,2168.4,201.596,21.2035,276.6756,2448.593,3.3825,0.5854,0,0.3415,0.0731
4296,4296,2168.6,184.1671,20.0966,272.6583,2450.134,3.1931,0.6365,0.0043,0.305,0.0542
4297,4297,2168.8,176.9833,14.0772,271.9078,2440.4048,2.9394,0.6725,0.0155,0.2659,0.0461
4298,4298,2169,184.524,20.9007,269.3009,2447.1492,2.8016,0.7095,0,0.2448,0.0457
4299,4299,2169.2,194.4409,22.3125,269.151,2448.3955,2.7828,0.7217,0,0.2343,0.044
4300,4300,2169.4,202.9139,18.7521,269.0874,2453.5649,2.8552,0.7052,0,0.2466,0.0482
4301,4301,2169.6,221.7594,17.2531,274.1711,2463.5552,2.9305,0.6741,0,0.2712,0.0547
4302,4302,2169.8,247.4215,15.1339,270.3012,2462.1814,2.9338,0.6615,0,0.2753,0.0632
4303,4303,2170,263.0566,10.504,268.5019,2453.9001,2.9183,0.6784,0,0.2592,0.0624
4304,4304,2170.2,251.8619,12.1006,268.9771,2453.1736,2.9091,0.6872,0,0.2634,0.0494
4305,4305,2170.4,220.3041,12.417,277.9959,2468.6367,2.9589,0.6299,0,0.325,0.0452
4306,4306,2170.6,181.0258,7.0033,286.1685,2492.4375,3.1444,0.498,0,0.4328,0.0693
4307,4307,2170.8,132.6762,5.7013,302.5169,2519.3477,3.4619,0.3616,0.0312,0.5187,0.0885
4308,4308,2171,110.3093,6.9545,285.2779,2550.4595,3.7863,0.3475,0.0669,0.5085,0.0771
4309,4309,2171.2,123.2749,11.2278,258.9855,2607.4495,3.9557,0.4515,0.0657,0.4343,0.0485
4310,4310,2171.4,140.405,8.877,246.1241,2669.7935,3.9809,0.6008,0.0084,0.3559,0.035
4311,4311,2171.6,141.1077,7.5167,248.736,2668.1687,3.8299,0.6346,0,0.3317,0.0337
4312,4312,2171.8,139.8558,8.7514,259.0771,2617.449,3.6,0.6438,0,0.3212,0.035
4313,4313,2172,149.0779,8.886,261.7545,2582.0876,3.4095,0.6419,0,0.3232,0.0349
4314,4314,2172.2,164.5511,7.4268,261.5891,2580.1531,3.4015,0.6342,0,0.3335,0.0322
4315,4315,2172.4,171.6142,12.9993,261.6478,2576.946,3.427,0.6215,0,0.3457,0.0328
4316,4316,2172.6,166.4318,11.1865,264.806,2560.9441,3.4264,0.6043,0,0.3573,0.0384
4317,4317,2172.8,158.7437,9.0446,265.7751,2549.3616,3.4575,0.6011,0,0.3681,0.0308
4318,4318,2173,163.1061,9.4236,267.1422,2550.6223,3.5099,0.5924,0,0.3756,0.032
4319,4319,2173.2,174.6923,5.0873,267.528,2571.0918,3.6403,0.5747,0.0098,0.3769,0.0386
4320,4320,2173.4,167.5995,4.8602,273.713,2596.2432,3.8785,0.5229,0.0668,0.3691,0.0412
4321,4321,2173.6,142.6343,7.3093,271.6823,2596.4509,3.9897,0.4861,0.1156,0.3657,0.0326
4322,4322,2173.8,127.584,5.4248,262.1749,2595.3228,3.9947,0.5057,0.1046,0.3668,0.0229
4323,4323,2174,128.1141,11.0114,260.4626,2621.3853,4.2298,0.582,0.0373,0.3638,0.0169
4324,4324,2174.2,125.9757,15.4883,256.0652,2637.0796,4.429,0.6267,0,0.3555,0.0178
4325,4325,2174.4,122.5681,18.4883,254.3365,2614.2227,4.1983,0.6318,0.0015,0.3478,0.0189
4326,4326,2174.6,120.277,23.7937,260.4961,2585.9482,3.7384,0.6072,0.0079,0.3668,0.0181
4327,4327,2174.8,117.0198,22.4267,261.0064,2584.9763,3.5264,0.5806,0,0.3978,0.0216
4328,4328,2175,112.5513,19.4622,261.1054,2581.3438,3.4953,0.5591,0,0.4092,0.0317
4329,4329,2175.2,109.718,17.1622,257.6857,2584.4463,3.4678,0.5531,0,0.4107,0.0362
4330,4330,2175.4,108.8855,16.7847,257.6786,2598.6689,3.476,0.5488,0,0.4241,0.0272
4331,4331,2175.6,112.5594,14.1726,260.6277,2617.8098,3.5538,0.5619,0,0.4221,0.0159
4332,4332,2175.8,120.2064,12.7114,261.5487,2631.2441,3.6087,0.5742,0,0.4103,0.0155
4333,4333,2176,120.8019,12.7264,264.913,2627.5591,3.5831,0.5828,0.0033,0.3933,0.0206
4334,4334,2176.2,107.1018,10.4575,269.0758,2617.4871,3.56,0.5889,0.015,0.3746,0.0215
4335,4335,2176.4,92.9454,10.114,272.0213,2613.4526,3.6116,0.6099,0.0023,0.3741,0.0136
4336,4336,2176.6,89.178,7.2873,268.8443,2635.3306,3.7203,0.552,0,0.4295,0.0185
4337,4337,2176.8,89.9077,7.5923,259.3369,2680.5789,3.8858,0.4829,0.0177,0.4734,0.0261
4338,4338,2177,90.7496,9.0036,251.8155,2710.458,4.0877,0.4347,0.0945,0.4536,0.0172
4339,4339,2177.2,93.4438,8.9294,248.2054,2728.6594,4.1586,0.4296,0.1349,0.4317,0.0038
4340,4340,2177.4,98.3352,9.746,249.325,2737.7073,4.0594,0.4489,0.0911,0.4517,0.0083
4341,4341,2177.6,109.0541,8.555,252.8482,2734.592,3.9685,0.4825,0.0329,0.462,0.0226
4342,4342,2177.8,120.872,8.4778,256.2693,2713.2864,3.9125,0.5182,0.0311,0.4235,0.0271
4343,4343,2178,121.7124,8.6766,268.2884,2682.3733,3.8323,0.5637,0.0362,0.3906,0.0095
4344,4344,2178.2,115.2733,7.6093,272.5204,2652.7788,3.7196,0.6119,0.0105,0.3776,0
4345,4345,2178.4,113.3855,7.902,276.3749,2634.0137,3.672,0.6137,0,0.3863,0
4346,4346,2178.6,117.7954,9.7257,274.0497,2637.9839,3.7272,0.5662,0.0268,0.4051,0.0019
4347,4347,2178.8,124.1382,8.4582,273.5538,2647.4734,3.7887,0.5232,0.0759,0.39,0.0109
4348,4348,2179,127.5691,10.4886,273.5453,2628.8518,3.7891,0.5299,0.0936,0.3603,0.0162
4349,4349,2179.2,126.0017,10.8096,273.5706,2579.6528,3.7309,0.5391,0.0843,0.3599,0.0167
4350,4350,2179.4,131.4039,13.7111,273.5275,2546.1658,3.6449,0.5286,0.0471,0.3987,0.0256
4351,4351,2179.6,147.5759,12.4198,280.704,2546.5505,3.5815,0.4887,0.0145,0.4566,0.0403
4352,4352,2179.8,167.223,11.4865,291.2079,2560.1111,3.5172,0.4721,0.0185,0.46,0.0494
4353,4353,2180,175.8119,15.1578,291.4214,2542.0391,3.3928,0.4816,0.032,0.4254,0.061
4354,4354,2180.2,172.9873,14.0087,291.6672,2498.5918,3.2933,0.4939,0.0487,0.3949,0.0625
4355,4355,2180.4,158.2219,11.9104,292.0825,2465.5337,3.3229,0.5256,0.0573,0.3688,0.0483
4356,4356,2180.6,143.9049,13.5123,292.6799,2469.9094,3.4634,0.5636,0.0343,0.3589,0.0433
4357,4357,2180.8,145.4518,13.633,292.6062,2485.5103,3.6071,0.5865,0.015,0.3504,0.0481
4358,4358,2181,162.6515,8.6124,292.7054,2496.0349,3.6272,0.587,0.0399,0.3327,0.0404
4359,4359,2181.2,176.9122,12.9289,292.8885,2495.1514,3.5434,0.559,0.0841,0.33,0.0269
4360,4360,2181.4,169.5066,9.0389,293.2079,2487.636,3.5626,0.5058,0.09,0.3737,0.0305
4361,4361,2181.6,139.84,6.6103,293.3127,2497.0317,3.6646,0.4532,0.082,0.4223,0.0424
4362,4362,2181.8,112.7509,7.1571,293.3062,2535.3989,3.7348,0.4721,0.0681,0.4138,0.0461
4363,4363,2182,103.34,9.6098,293.3167,2579.8452,3.7842,0.5255,0.0709,0.3612,0.0423
4364,4364,2182.2,104.5087,6.4949,293.2854,2600.7417,3.7762,0.5774,0.087,0.2979,0.0377
4365,4365,2182.4,100.2599,11.6257,170.1037,2587.1501,3.6527,0.6221,0.0875,0.2561,0.0343
4366,4366,2182.6,90.2323,20.6145,201.3003,2559.7324,3.4582,0.6488,0.0723,0.2456,0.0333
4367,4367,2182.8,81.6241,15.4321,201.2233,2548.3831,3.2877,0.625,0.0715,0.2739,0.0297
4368,4368,2183,77.7416,27.3498,201.3712,2554.2019,3.256,0.5293,0.1171,0.3286,0.025
4369,4369,2183.2,77.2632,19.2709,201.4597,2588.1292,3.4365,0.4432,0.1719,0.3544,0.0305
4370,4370,2183.4,77.1407,12.4798,201.3775,2644.1365,3.7369,0.4073,0.2064,0.3463,0.0399
4371,4371,2183.6,77.2353,11.6754,201.3963,2687.3098,3.9495,0.41,0.2201,0.3377,0.0323
4372,4372,2183.8,74.6933,9.7099,201.4392,2688.3611,4.02,0.3869,0.2483,0.3415,0.0233
4373,4373,2184,66.8097,12.7227,201.5209,2675.5159,4.0842,0.3086,0.3358,0.3338,0.0218
4374,4374,2184.2,52.3962,13.0236,201.5802,2678.2297,4.2095,0.2367,0.4434,0.2971,0.0229
4375,4375,2184.4,45.755,35.8283,201.888,2686.5537,4.4307,0.2159,0.5026,0.2626,0.0189
4376,4376,2184.6,48.5482,38.335,202.1905,2686.7014,4.604,0.2053,0.5407,0.2394,0.0146
4377,4377,2184.8,53.3813,36.8682,202.9766,2691.4436,4.6135,0.2152,0.5561,0.2195,0.0092
4378,4378,2185,61.0102,34.5269,202.989,2690.0476,4.5479,0.2693,0.5071,0.2231,0.0005
4379,4379,2185.2,68.0425,25.3958,205.8083,2667.1621,4.6647,0.35,0.3973,0.2527,0
4380,4380,2185.4,74.2909,26.5397,237.7467,2648.3228,5.1437,0.4496,0.2721,0.2783,0
4381,4381,2185.6,82.4593,20.8033,241.4326,2670.042,5.658,0.536,0.173,0.2906,0.0004
