,ID,DEPT,GR,RD,DTP,DEN,PE,WQFM,WCARB,WCLAY,WPYR
1368,1368,2373.6,472.2364,177.519,228.6122,2441.8694,3.6733,0.4639,0.25,0.2436,0.0426
1369,1369,2373.8,440.6673,151.6302,226.2297,2463.4524,3.8111,0.4444,0.2638,0.2482,0.0436
1370,1370,2374,334.4393,136.3063,229.5187,2528.9102,4.0754,0.436,0.3235,0.2032,0.0374
1371,1371,2374.2,268.2705,153.4999,236.0338,2578.0601,4.3464,0.4102,0.3778,0.1775,0.0345
1372,1372,2374.4,315.2756,191.2881,236.8799,2560.5303,4.3449,0.4129,0.3506,0.1998,0.0368
1373,1373,2374.6,370.7677,234.7804,237.0117,2507.4839,4.0218,0.4681,0.2868,0.2102,0.0349
1374,1374,2374.8,376.488,254.2257,235.9994,2475.679,3.7369,0.5183,0.2559,0.1937,0.032
1375,1375,2375,333.6627,228.2922,231.2612,2477.2866,3.6988,0.5587,0.2608,0.1542,0.0263
1376,1376,2375.2,312.1694,228.8705,232.1158,2510.2087,3.7886,0.5816,0.2808,0.1183,0.0193
1377,1377,2375.4,316.4786,250.284,230.8024,2519.5642,3.8187,0.5925,0.3117,0.0821,0.0137
1378,1378,2375.6,314.2731,267.3686,229.1536,2496.0742,3.7662,0.6178,0.3152,0.061,0.0059
1379,1379,2375.8,306.0054,269.061,228.0754,2482.5569,3.6869,0.6382,0.2755,0.0855,0.0007
1380,1380,2376,326.6234,283.478,228.8579,2483.9417,3.6842,0.627,0.2568,0.1075,0.0087
1381,1381,2376.2,349.3242,291.1159,230.4745,2489.8767,3.7181,0.6142,0.2416,0.1195,0.0247
1382,1382,2376.4,328.2421,256.9215,230.2443,2495.0391,3.6931,0.6267,0.247,0.105,0.0213
1383,1383,2376.6,301.016,223.4515,228.7006,2494.6323,3.6186,0.6418,0.2544,0.0887,0.0152
1384,1384,2376.8,303.679,214.6294,225.0921,2479.7903,3.5465,0.648,0.244,0.0927,0.0153
1385,1385,2377,309.5376,202.5109,221.1895,2470.4023,3.552,0.6322,0.2305,0.1173,0.02
1386,1386,2377.2,282.4835,195.9337,218.7855,2498.4741,3.7132,0.591,0.2723,0.1157,0.021
1387,1387,2377.4,249.4449,183.2228,217.5941,2537.8752,3.9013,0.568,0.3175,0.0948,0.0196
1388,1388,2377.6,238.6834,184.4286,218.2383,2537.4336,3.9265,0.5861,0.3088,0.0871,0.0181
1389,1389,2377.8,235.6182,189.7958,218.942,2521.2698,3.7169,0.6369,0.2651,0.0849,0.0131
1390,1390,2378,233.7325,189.1407,219.447,2514.2317,3.5006,0.6794,0.2197,0.0903,0.0105
1391,1391,2378.2,224.9069,189.6009,220.4586,2510.0474,3.3738,0.7018,0.1816,0.1029,0.0137
1392,1392,2378.4,219.7573,211.5852,220.7712,2505.8318,3.346,0.6898,0.1794,0.1109,0.0198
1393,1393,2378.6,219.053,223.4105,219.6736,2507.196,3.3615,0.6549,0.1916,0.1272,0.0262
1394,1394,2378.8,220.9598,233.5514,217.8444,2511.7185,3.3932,0.6321,0.2013,0.1366,0.03
1395,1395,2379,219.9319,256.0226,220.0729,2508.7014,3.4432,0.6137,0.2236,0.1343,0.0284
1396,1396,2379.2,216.2387,278.5251,223.7116,2504.0767,3.4683,0.6119,0.241,0.1204,0.0267
1397,1397,2379.4,209.4167,306.2965,224.2766,2500.4915,3.444,0.6307,0.2385,0.1077,0.0231
1398,1398,2379.6,211.7387,338.4136,224.0772,2496.7627,3.3941,0.6584,0.2144,0.1083,0.0189
1399,1399,2379.8,230.7655,306.1734,219.0649,2496.73,3.3743,0.6862,0.1802,0.1145,0.0192
1400,1400,2380,251.6693,279.4277,218.8546,2506.6235,3.3576,0.7272,0.1439,0.1095,0.0194
1401,1401,2380.2,251.9046,278.8135,217.2417,2516.0713,3.3633,0.7629,0.12,0.0993,0.0178
1402,1402,2380.4,239.384,293.5101,217.1868,2523.5686,3.4017,0.7172,0.1581,0.1055,0.0191
1403,1403,2380.6,225.9566,301.115,215.9157,2522.9099,3.4368,0.672,0.2161,0.0952,0.0167
1404,1404,2380.8,226.7969,300.5567,216.9856,2514.0183,3.4084,0.6744,0.255,0.0615,0.009
1405,1405,2381,236.6602,301.6683,215.158,2513.8237,3.3405,0.6902,0.2643,0.0401,0.0055
1406,1406,2381.2,241.8781,303.5724,215.3784,2520.0625,3.3231,0.6751,0.2623,0.0555,0.0071
1407,1407,2381.4,238.166,315.1353,214.0171,2522.2322,3.3408,0.6559,0.2504,0.0835,0.0102
1408,1408,2381.6,229.8436,310.4452,210.4308,2526.4763,3.3485,0.6735,0.2311,0.0845,0.0109
1409,1409,2381.8,220.7435,335.4321,210.9241,2531.7507,3.4175,0.6899,0.2395,0.0635,0.0072
1410,1410,2382,213.6425,382.1629,210.2544,2533.6018,3.5204,0.6854,0.2597,0.0506,0.0042
1411,1411,2382.2,207.4053,439.1079,211.1293,2530.8552,3.5165,0.664,0.2382,0.0857,0.0121
1412,1412,2382.4,197.9851,435.9658,214.2206,2528.4314,3.4202,0.6828,0.1759,0.1211,0.0202
1413,1413,2382.6,199.3399,378.1764,217.2265,2533.1338,3.3874,0.6817,0.1522,0.1402,0.0259
1414,1414,2382.8,209.511,324.5253,218.9975,2534.4375,3.5015,0.6862,0.1707,0.1193,0.0239
1415,1415,2383,217.6391,282.5165,221.6343,2526.0173,3.5815,0.6828,0.2007,0.102,0.0145
1416,1416,2383.2,231.1334,273.1392,224.2458,2514.186,3.5473,0.6865,0.1876,0.1061,0.0197
1417,1417,2383.4,254.5926,244.8491,217.2334,2508.7419,3.5193,0.6653,0.1584,0.1483,0.028
1418,1418,2383.6,276.6494,238.0048,207.6336,2506.1572,3.5761,0.6302,0.1787,0.1592,0.0319
1419,1419,2383.8,294.9339,259.3913,191.7,2506.4817,3.6357,0.6135,0.2337,0.1255,0.0273
1420,1420,2384,305.6904,291.4384,184.1203,2531.0654,3.7359,0.5726,0.302,0.1034,0.022
1421,1421,2384.2,272.7485,308.2904,180.1425,2589.0222,4.0325,0.4785,0.4048,0.0991,0.0176
1422,1422,2384.4,193.2153,377.4456,184.2587,2641.7507,4.4633,0.3739,0.5393,0.0736,0.0132
1423,1423,2384.6,105.4714,521.767,185.2867,2681.6272,4.7153,0.3555,0.6273,0.017,0.0002
1424,1424,2384.8,75.2732,649.1341,189.6235,2687.4868,4.6178,0.3984,0.6016,0,0
1425,1425,2385,95.0492,527.5383,191.795,2655.5713,4.3734,0.4581,0.527,0.0131,0.0018
1426,1426,2385.2,120.9177,507.4681,194.4839,2625.3403,4.1939,0.4723,0.5135,0.0138,0.0004
1427,1427,2385.4,114.9776,467.4656,195.0997,2629.843,4.2548,0.4408,0.5484,0.0108,0
1428,1428,2385.6,106.4384,450.8829,190.3868,2628.2305,4.3093,0.4298,0.534,0.0321,0.0041
1429,1429,2385.8,130.2596,404.7997,181.4352,2602.9473,4.1635,0.4222,0.4624,0.0979,0.0175
1430,1430,2386,163.5315,352.8283,177.9261,2589.7527,4.1372,0.3747,0.4855,0.1182,0.0216
1431,1431,2386.2,147.0037,439.9723,171.1172,2613.9333,4.5271,0.2704,0.6234,0.0913,0.015
1432,1432,2386.4,93.4039,530.4146,170.9442,2651.7844,5.0369,0.163,0.762,0.0645,0.0106
1433,1433,2386.6,49.1106,805.9647,173.8852,2672.8933,5.3213,0.1233,0.8217,0.046,0.0091
1434,1434,2386.8,39.3408,868.3999,173.3186,2669.522,5.3716,0.1403,0.8118,0.0409,0.007
1435,1435,2387,39.584,924.985,174.6521,2656.7676,5.3952,0.1621,0.8049,0.0316,0.0014
1436,1436,2387.2,36.9249,1463.3785,180.4922,2658.6233,5.3905,0.1574,0.8102,0.0325,0
1437,1437,2387.4,39.779,1237.9766,181.5399,2667.8232,5.3532,0.1444,0.8222,0.0326,0.0008
1438,1438,2387.6,47.9203,1071.0021,185.3323,2668.5632,5.3066,0.1403,0.8193,0.0374,0.0031
1439,1439,2387.8,57.5523,1094.8777,182.6172,2664.4141,5.2517,0.1824,0.7731,0.0409,0.0036
1440,1440,2388,68.0173,994.3605,174.3555,2661.4246,5.1653,0.2743,0.6832,0.0373,0.0053
1441,1441,2388.2,85.6992,799.0225,168.7609,2641.1201,5.1858,0.3183,0.6347,0.0395,0.0075
1442,1442,2388.4,102.8494,720.126,167.6108,2628.7056,5.3349,0.2422,0.7036,0.0468,0.0075
1443,1443,2388.6,85.3246,1226.2073,166.5005,2663.0034,5.4646,0.1334,0.8191,0.0449,0.0026
1444,1444,2388.8,54.27,1672.8303,171.954,2704.2986,5.493,0.0907,0.8709,0.0384,0
1445,1445,2389,37.0264,1317.9659,173.0533,2718.3113,5.476,0.0978,0.873,0.0292,0
1446,1446,2389.2,36.4036,1394.2001,174.8387,2715.416,5.4511,0.1059,0.8449,0.0433,0.0059
1447,1447,2389.4,47.0627,1186.4476,178.3187,2706.9802,5.3131,0.1167,0.8109,0.0628,0.0096
1448,1448,2389.6,66.7105,1073.9978,181.6257,2692.1577,5.0434,0.1361,0.7949,0.0604,0.0085
1449,1449,2389.8,73.1422,1192.0352,184.2608,2674.3008,4.9031,0.1426,0.8013,0.0507,0.0055
1450,1450,2390,72.5265,1047.9734,185.2977,2679.7166,4.9794,0.1343,0.8025,0.0581,0.0051
1451,1451,2390.2,78.2744,970.1618,188.8264,2693.96,5.0315,0.1478,0.7649,0.0791,0.0082
1452,1452,2390.4,90.6981,862.8832,184.6841,2680.9119,4.9134,0.2248,0.6843,0.0802,0.0107
1453,1453,2390.6,100.618,605.954,182.6985,2649.0642,4.6366,0.2995,0.6264,0.063,0.0112
1454,1454,2390.8,96.2267,506.5991,179.1777,2641.9124,4.5311,0.319,0.6183,0.0523,0.0104
1455,1455,2391,81.4069,425.2282,179.2379,2656.8789,4.6378,0.304,0.618,0.0659,0.0121
1456,1456,2391.2,76.2549,442.8809,178.6518,2656.9478,4.8008,0.2707,0.6419,0.0739,0.0136
1457,1457,2391.4,75.5583,477.2689,179.0512,2653.239,4.9938,0.2038,0.7185,0.0668,0.0109
1458,1458,2391.6,57.8743,558.1116,178.8356,2662.699,5.2331,0.1617,0.7756,0.0569,0.0059
1459,1459,2391.8,50.616,731.3905,183.1615,2676.498,5.2537,0.1782,0.784,0.0361,0.0018
1460,1460,2392,67.6312,657.9988,180.5877,2667.0034,5.127,0.1776,0.8063,0.0158,0.0004
1461,1461,2392.2,79.7746,470.5356,176.8595,2652.7268,5.067,0.1533,0.8366,0.0101,0
1462,1462,2392.4,70.4233,780.8793,181.5403,2648.2988,5.1391,0.149,0.8246,0.0264,0
1463,1463,2392.6,64.8571,1108.465,182.1288,2653.7573,5.1881,0.1778,0.7897,0.031,0.0014
1464,1464,2392.8,61.3762,949.7511,177.8907,2657.864,5.1521,0.2094,0.7596,0.028,0.0031
1465,1465,2393,58.3397,874.6455,179.4218,2657.9048,5.1038,0.209,0.7567,0.0304,0.0039
1466,1466,2393.2,57.0665,919.4123,181.736,2660.6758,5.1088,0.1842,0.7834,0.0289,0.0034
1467,1467,2393.4,59.9199,952.7887,186.3961,2676.4448,5.1224,0.1433,0.8205,0.0313,0.005
1468,1468,2393.6,55.4195,868.8198,188.6743,2696.1016,5.1871,0.1016,0.847,0.0513,0.0001
1469,1469,2393.8,58.8915,759.1022,192.4377,2702.9126,5.1696,0.1296,0.7809,0.0838,0.0057
1470,1470,2394,110.2603,558.794,191.3103,2683.6714,4.89,0.2094,0.6698,0.1039,0.0168
1471,1471,2394.2,163.2144,392.9785,187.4915,2638.2979,4.6116,0.2865,0.6091,0.0957,0.0087
1472,1472,2394.4,168.3461,329.5431,190.788,2624.4255,4.6888,0.2564,0.6667,0.077,0
1473,1473,2394.6,160.7067,433.596,197.2538,2645.1699,4.9442,0.1701,0.7654,0.0619,0.0027
1474,1474,2394.8,148.1326,514.7598,197.9264,2668.4702,5.1478,0.1186,0.8138,0.0567,0.011
1475,1475,2395,127.4286,567.3734,205.2765,2683.2551,5.1808,0.1377,0.7958,0.0561,0.0103
1476,1476,2395.2,124.8014,445.9299,206.4402,2681.2578,5.071,0.1625,0.7612,0.0634,0.0129
1477,1477,2395.4,128.6483,443.3793,203.8174,2657.8044,5.0136,0.1546,0.7462,0.0816,0.0176
1478,1478,2395.6,155.1671,437.9642,203.06,2640.3752,5.0088,0.1302,0.7581,0.0924,0.0193
1479,1479,2395.8,209.3834,346.9308,199.4482,2627.8057,4.983,0.1171,0.7735,0.0929,0.0165
1480,1480,2396,219.4375,274.1697,197.029,2623.3049,4.926,0.142,0.7514,0.0921,0.0145
1481,1481,2396.2,156.9831,327.3045,198.6715,2631.6829,4.8985,0.1834,0.6914,0.1056,0.0196
1482,1482,2396.4,109.2373,406.7757,202.1826,2653.1479,4.7368,0.2201,0.6582,0.1022,0.0196
1483,1483,2396.6,112.6924,373.4351,202.3593,2656.8608,4.498,0.2799,0.6176,0.0922,0.0103
1484,1484,2396.8,124.1107,344.4417,199.5228,2641.6931,4.3009,0.35,0.5689,0.0719,0.0093
1485,1485,2397,129.5588,401.7911,196.0177,2605.0999,4.246,0.3696,0.5661,0.0552,0.0091
1486,1486,2397.2,141.6198,418.6585,184.1923,2588.4312,4.2671,0.3479,0.5778,0.0678,0.0065
1487,1487,2397.4,139.2201,377.0703,178.4001,2600.3638,4.3443,0.3158,0.5832,0.0899,0.011
1488,1488,2397.6,127.9164,332.97,173.4028,2629.8513,4.5276,0.2718,0.6459,0.0702,0.0122
1489,1489,2397.8,107.5468,471.7524,165.2656,2659.5129,4.856,0.1904,0.7529,0.0475,0.0092
1490,1490,2398,70.9308,849.0002,164.8211,2694.1777,5.2306,0.1004,0.8535,0.0414,0.0047
1491,1491,2398.2,56.0247,992.2665,164.2503,2722.6838,5.5019,0.0411,0.9144,0.0416,0.0029
1492,1492,2398.4,64.6318,1180.0313,159.8169,2728.8899,5.6668,0.0359,0.9253,0.0383,0.0004
1493,1493,2398.6,57.511,1863.399,158.5951,2721.5791,5.7604,0.0439,0.9204,0.0356,0.0001
1494,1494,2398.8,43.1825,1915.6753,158.5347,2716.9419,5.7622,0.0327,0.9211,0.0433,0.0029
1495,1495,2399,36.7367,1776.0374,158.3608,2725.2861,5.6848,0.0174,0.9339,0.0454,0.0032
1496,1496,2399.2,33.76,1845.1017,158.4966,2736.3857,5.5862,0.0161,0.9369,0.0463,0.0006
1497,1497,2399.4,33.3172,1937.0011,160.2216,2737.3767,5.5634,0.0248,0.926,0.0492,0
1498,1498,2399.6,31.3407,1833.2371,160.3548,2730.3452,5.5998,0.0256,0.9356,0.0388,0
1499,1499,2399.8,31.2159,1779.7039,160.3196,2734.377,5.5601,0.0064,0.9496,0.0405,0.0035
1500,1500,2400,34.4309,1848.1117,161.0026,2739.5557,5.5077,0,0.9568,0.0354,0.0078
1501,1501,2400.2,34.0235,1708.152,161.2228,2738.502,5.4943,0,0.9605,0.0311,0.0084
1502,1502,2400.4,32.7456,1544.9844,162.3354,2740.8586,5.4608,0.0001,0.9386,0.0531,0.0082
1503,1503,2400.6,34.0424,1573.864,163.3604,2745.6118,5.4228,0.0153,0.9183,0.0571,0.0093
1504,1504,2400.8,34.4998,1703.3289,164.6564,2750.2256,5.431,0.0184,0.9013,0.0682,0.0121
1505,1505,2401,34.5347,1832.8427,164.3719,2750.3552,5.4705,0.027,0.9088,0.0556,0.0086
1506,1506,2401.2,32.8284,1768.4666,162.2614,2756.8376,5.4047,0.0314,0.9355,0.0296,0.0035
1507,1507,2401.4,32.4085,1737.8134,160.0871,2776.3123,5.0717,0.0331,0.9624,0.0044,0
1508,1508,2401.6,33.1719,1882.4045,159.0791,2800.9158,4.5306,0.0529,0.9399,0.0072,0
1509,1509,2401.8,36.0015,1950,158.9681,2810.176,4.0668,0.0841,0.9058,0.0101,0
1510,1510,2402,39.6526,1856.4174,161.2723,2807.324,3.843,0.1013,0.8961,0.0026,0
1511,1511,2402.2,40.0598,1749.4407,163.3333,2801.5869,3.767,0.0789,0.9211,0,0
1512,1512,2402.4,40.8536,1691.9248,166.2719,2787.7209,3.8253,0.0508,0.9492,0,0
1513,1513,2402.6,43.112,1604.8383,170.6795,2779.0481,3.9666,0.0375,0.96,0.0021,0.0004
1514,1514,2402.8,42.7904,1487.054,171.5109,2765.6792,4.0408,0.0103,0.9613,0.0234,0.0051
1515,1515,2403,42.7461,1606.8207,173.1358,2753.0544,3.9416,0.0073,0.9608,0.0303,0.0016
1516,1516,2403.2,43.4527,1364.7736,172.3821,2747.2307,3.8424,0.0255,0.9395,0.035,0
1517,1517,2403.4,41.8253,1577.9852,162.0847,2750.5486,3.9328,0.0827,0.8944,0.0229,0
1518,1518,2403.6,37.3792,1654.3319,162.5442,2766.5251,4.025,0.1045,0.8868,0.0088,0
1519,1519,2403.8,35.6203,1548.05,166.1671,2793.8469,4.026,0.1006,0.8903,0.0091,0
1520,1520,2404,35.2399,1941.8718,160.8177,2803.5642,4.0436,0.1129,0.8775,0.0096,0
1521,1521,2404.2,31.7489,1885.3571,158.9245,2806.312,4.1041,0.0668,0.9084,0.0226,0.0023
1522,1522,2404.4,25.1193,1771.0669,153.0053,2823.3013,4.077,0.0043,0.9812,0.0027,0.0034
1523,1523,2404.6,22.6671,1950,153.7378,2843.5583,3.8765,0,0.9847,0,0
1524,1524,2404.8,23.5902,1950,157.6223,2855.74,3.6698,0,0.9885,0.0002,0
1525,1525,2405,25.087,1929.8453,157.5527,2854.0403,3.5852,0.0191,0.9541,0.0255,0
1526,1526,2405.2,24.1378,1590.4294,153.8794,2835.4258,3.5982,0.0296,0.9173,0.044,0.0091
1527,1527,2405.4,23.1164,1446.1809,148.4797,2805.6382,3.6495,0.0216,0.9152,0.0555,0.0076
1528,1528,2405.6,25.2026,1501.0472,148.3222,2784.5525,3.7543,0.0316,0.9376,0.0299,0.001
1529,1529,2405.8,28.9479,1413.214,151.7432,2793.8132,3.8554,0.0382,0.9554,0.0064,0
1530,1530,2406,31.2243,1307.5795,159.694,2815.2346,3.8514,0.0109,0.9891,0,0
1531,1531,2406.2,32.9379,1107.6406,167.6837,2808.2649,3.8217,0,1,0,0
1532,1532,2406.4,31.1617,1253.3066,167.906,2773.2844,3.8882,0.0105,0.9819,0.0076,0
1533,1533,2406.6,32.9029,881.7461,165.9447,2763.1953,4.0452,0.0489,0.9264,0.0244,0.0003
1534,1534,2406.8,38.5973,1471.2012,163.4473,2782.5945,4.1408,0.0849,0.8908,0.024,0.0003
1535,1535,2407,42.6035,1912.4456,160.347,2795.2759,4.0844,0.1058,0.8808,0.0134,0
1536,1536,2407.2,36.7059,1626.8558,160.4566,2784.5586,3.9599,0.0955,0.9016,0.0029,0
1537,1537,2407.4,29.8515,1258.6741,156.7336,2776.7056,3.9236,0.0565,0.9435,0,0
1538,1538,2407.6,25.8392,904.4945,152.0482,2802.8008,3.856,0.0268,0.9732,0,0
1539,1539,2407.8,30.5365,868.8844,152.1401,2833.3755,3.768,0.0397,0.9499,0.0098,0.0006
1540,1540,2408,34.5038,681.9454,155.8166,2839.3423,3.7512,0.0506,0.9329,0.0142,0.0023
1541,1541,2408.2,31.8225,716.1913,163.7749,2830.2617,3.7622,0.0781,0.9196,0.002,0.0003
1542,1542,2408.4,28.2076,688.0367,164.7247,2819.2375,3.7295,0.0954,0.9046,0,0
1543,1543,2408.6,28.4782,700.9128,162.0055,2818.3738,3.6482,0.0752,0.921,0.0038,0
1544,1544,2408.8,28.0379,733.9874,159.5894,2810.873,3.6558,0.0386,0.9453,0.0161,0
1545,1545,2409,27.2138,838.414,158.4788,2806.9934,3.7255,0.0203,0.9673,0.0125,0
1546,1546,2409.2,28.3048,1075.5837,154.7854,2813.3152,3.7777,0.0142,0.9789,0.007,0
1547,1547,2409.4,29.579,1243.2264,157.1268,2811.4956,3.8775,0.0016,0.9977,0.0007,0
1548,1548,2409.6,29.4855,1261.0615,160.8362,2801.2146,4.0427,0.0007,0.9957,0.0036,0
1549,1549,2409.8,31.1369,1091.8514,162.3054,2794.1245,4.1557,0.0393,0.9594,0.0013,0
1550,1550,2410,30.4848,736.1626,161.3833,2804.5845,4.0871,0.0596,0.9369,0.0035,0
1551,1551,2410.2,27.2195,453.5105,158.2364,2813.8796,3.9169,0.0723,0.9247,0.003,0
1552,1552,2410.4,31.1647,374.7213,151.5461,2809.845,3.8438,0.0992,0.8998,0.001,0
1553,1553,2410.6,36.3883,484.0487,151.071,2808.5552,3.8612,0.1138,0.8862,0,0
1554,1554,2410.8,36.3041,703.0866,156.3797,2801.6335,3.9921,0.0833,0.9167,0,0
1555,1555,2411,32.5215,836.6402,159.2279,2777.3689,4.38,0.0318,0.9682,0,0
1556,1556,2411.2,33.9947,936.6513,159.4368,2753.9375,4.9422,0.019,0.9674,0.0117,0.0019
1557,1557,2411.4,34.4611,1708.1011,159.5193,2746.4016,5.377,0.016,0.9276,0.049,0.0074
1558,1558,2411.6,29.0885,1950,159.658,2753.1353,5.5319,0.0067,0.924,0.0625,0.0068
1559,1559,2411.8,26.9125,1946.5012,159.8104,2757.408,5.5053,0,0.9531,0.0426,0.0043
1560,1560,2412,31.025,1811.176,159.9178,2761.5012,5.3925,0,0.9818,0.0164,0.0018
1561,1561,2412.2,34.2675,1522.42,160.0137,2780.6816,5.0638,0.0081,0.9648,0.0271,0
1562,1562,2412.4,35.3454,1265.072,160.0874,2802.8071,4.5773,0.0439,0.9336,0.0225,0
1563,1563,2412.6,33.64,1218.7808,160.1517,2821.4226,4.233,0.0645,0.9229,0.0126,0
1564,1564,2412.8,32.0934,1466.3912,160.3034,2833.5127,4.0793,0.0585,0.9215,0.02,0
1565,1565,2413,32.5997,1698.4858,160.4274,2830.6831,4.0561,0.0536,0.8991,0.0473,0
1566,1566,2413.2,33.2892,1872.6696,160.443,2829.4236,4.0105,0.0406,0.9009,0.0585,0
1567,1567,2413.4,33.3248,1774.9022,160.4615,2832.2795,3.964,0.0325,0.9287,0.0374,0.0013
1568,1568,2413.6,30.4929,1295.1737,160.4988,2824.4075,3.9556,0.0137,0.9863,0,0
1569,1569,2413.8,31.6055,736.7708,160.6902,2822.6641,3.9256,0,1,0,0
1570,1570,2414,35.7268,386.9773,160.8626,2820.5928,3.8982,0.0257,0.9737,0.0005,0
1571,1571,2414.2,38.6396,239.8755,160.8479,2804.8018,3.8977,0.0641,0.9073,0.0284,0.0002
1572,1572,2414.4,36.5209,152.5645,160.827,2789.5564,3.8415,0.0623,0.9027,0.0351,0
1573,1573,2414.6,32.9253,108.6834,160.7805,2783.3679,3.7465,0.0201,0.9686,0.0113,0
1574,1574,2414.8,32.5242,83.1849,160.7805,2791.9773,3.6839,0.0099,0.9881,0.0019,0
1575,1575,2415,36.1776,110.2862,160.7805,2802.4175,3.7315,0.0257,0.9708,0.0033,0.0002
1576,1576,2415.2,43.6013,206.2079,160.7805,2796.0515,3.952,0.0363,0.9381,0.0225,0.0031
1577,1577,2415.4,45.3119,260.433,160.7805,2770.1123,4.4301,0.0242,0.9179,0.0491,0.0089
1578,1578,2415.6,41.039,550.8303,160.7805,2761.2949,4.8669,0.0307,0.9089,0.0521,0.0082
1579,1579,2415.8,39.73,978.3595,160.7805,2787.5974,4.8288,0.0373,0.9146,0.0423,0.0057
1580,1580,2416,48.7643,1299.9269,160.7805,2814.9714,4.394,0.0487,0.925,0.0248,0.0015
1581,1581,2416.2,61.2198,1678.4369,160.7805,2809.5442,4.0016,0.0783,0.9101,0.0116,0
1582,1582,2416.4,61.0538,1779.6169,160.7805,2793.4614,3.8162,0.0804,0.9064,0.0132,0
1583,1583,2416.6,54.6399,1718.1814,160.7805,2794.5408,3.7682,0.0496,0.9179,0.0324,0
1584,1584,2416.8,64.7902,1484.3618,160.7805,2824.9063,3.7476,0.0447,0.9234,0.0319,0
1585,1585,2417,70.7091,1342.0636,160.7805,2838.4397,3.7542,0.0672,0.9052,0.0276,0
1586,1586,2417.2,56.1727,1015.7469,160.7805,2811.6572,3.8473,0.0865,0.8873,0.0261,0
1587,1587,2417.4,40.9744,832.1245,160.7805,2798.2212,3.8739,0.0814,0.8955,0.0231,0
1588,1588,2417.6,35.841,752.8102,160.7805,2806.3242,3.8805,0.0548,0.9292,0.016,0
1589,1589,2417.8,37.6874,615.6561,160.7805,2819.2517,3.9376,0.0441,0.9546,0.0013,0
1590,1590,2418,42.0075,546.4274,160.7805,2843.2764,3.8999,0.0533,0.9429,0.0038,0
1591,1591,2418.2,41.7488,523.5622,160.7805,2857.6465,3.7956,0.0512,0.9357,0.0132,0
1592,1592,2418.4,40.9221,498.6643,160.7805,2856.6292,3.7454,0.072,0.9219,0.0061,0
1593,1593,2418.6,41.9052,576.4794,160.7805,2853.2871,3.7595,0.0938,0.9062,0,0
1594,1594,2418.8,42.0473,681.6754,160.7805,2852.1204,3.8362,0.0931,0.9069,0,0
1595,1595,2419,41.5844,729.0156,160.7805,2846.8179,3.9533,0.0868,0.9132,0,0
1596,1596,2419.2,40.9543,855.24,160.7805,2837.0479,4.0051,0.0749,0.9188,0.0063,0
1597,1597,2419.4,40.0186,1106.5002,160.7805,2822.5801,3.9836,0.0644,0.9115,0.024,0
1598,1598,2419.6,38.6345,1349.9572,160.7805,2819.2427,3.9999,0.0736,0.9083,0.0181,0
1599,1599,2419.8,37.4781,1446.5065,160.7805,2829.8701,4.0228,0.0857,0.8993,0.015,0
1600,1600,2420,38.4538,1217.1215,160.7805,2833.9451,3.9284,0.0819,0.8926,0.0254,0
1601,1601,2420.2,39.3882,1088.6721,160.7805,2823.1726,3.8038,0.0689,0.9082,0.0229,0
1602,1602,2420.4,39.1614,976.1931,160.7805,2822.4502,3.7235,0.0702,0.9175,0.0123,0
1603,1603,2420.6,41.2819,982.6429,160.7805,2830.5178,3.7363,0.0836,0.9061,0.0103,0
1604,1604,2420.8,42.16,1047.787,160.7805,2836.1465,3.7552,0.0803,0.912,0.0077,0
1605,1605,2421,41.1356,1081.3905,160.7805,2842.9512,3.7078,0.0785,0.9206,0.0009,0
1606,1606,2421.2,41.069,997.7043,160.7805,2848.4189,3.6414,0.0839,0.9161,0,0
1607,1607,2421.4,41.6462,1038.0851,160.7805,2841.8396,3.6638,0.0825,0.9175,0,0
1608,1608,2421.6,41.1054,614.0452,160.7805,2817.0161,3.7753,0.0915,0.9085,0,0
1609,1609,2421.8,41.3819,299.0722,160.7805,2790.448,3.8685,0.085,0.9148,0.0002,0
1610,1610,2422,42.373,176.7463,160.7805,2761.4204,4.026,0.0368,0.9632,0,0
1611,1611,2422.2,42.1545,107.8893,160.7805,2747.73,4.1701,0.0006,0.9994,0,0
1612,1612,2422.4,42.2261,101.1866,160.7805,2773.657,4.0717,0,1,0,0
1613,1613,2422.6,40.4489,171.9856,160.7805,2818.3928,3.7774,0,1,0,0
1614,1614,2422.8,38.4698,206.1855,160.7805,2823.365,3.6548,0,1,0,0
1615,1615,2423,39.4551,218.8351,160.7805,2820.1296,3.6119,0,1,0,0
1616,1616,2423.2,40.974,249.5075,160.7805,2827.3418,3.6082,0,1,0,0
1617,1617,2423.4,41.9097,434.3798,160.7805,2834.8105,3.7958,0,1,0,0
1618,1618,2423.6,41.0648,971.7634,160.7805,2802.3831,4.5668,0,1,0,0
1619,1619,2423.8,39.4813,937.9959,160.7805,2814.2014,6.5056,0,1,0,0
1620,1620,2424,36.4942,599.676,160.7805,2864.8926,8.5394,0,1,0,0
1621,1621,2424.2,29.6766,617.3187,160.7805,2901.6638,9.6894,0,1,0,0
1622,1622,2424.4,21.4399,570.8308,160.7805,2905.8503,9.9877,0,1,0,0
1623,1623,2424.6,21.4399,543.1081,160.7805,2906.3926,10,0,1,0,0
1624,1624,2424.8,21.4399,506.273,160.7805,2908.4268,10,0,1,0,0
1625,1625,2425,21.4399,659.045,160.7805,2908.1238,10,0,1,0,0
